apps,bondmode,bytes,time,mbytes-sec
intel,802.3ad-2NICs-layer2+3,512,27.04,18.94
intel,802.3ad-2NICs-layer2+3,1024,28.16,36.37
intel,802.3ad-2NICs-layer2+3,2048,31.14,65.76
intel,802.3ad-2NICs-layer2+3,4096,38.84,105.45
intel,802.3ad-2NICs-layer2+3,8192,44.57,183.82
intel,802.3ad-2NICs-layer2+3,16384,67.74,241.85
intel,802.3ad-2NICs-layer2+3,32768,74.81,438.01
intel,802.3ad-2NICs-layer2+3,65536,109.78,596.97
intel,802.3ad-2NICs-layer2+3,131072,162.77,805.24
intel,802.3ad-2NICs-layer2+3,262144,253.43,1034.39
intel,802.3ad-2NICs-layer2+3,524288,425.65,1231.73
intel,802.3ad-2NICs-layer2+3,1048576,777.20,1349.17
intel,802.3ad-2NICs-layer2+3,2097152,1614.89,1298.63
intel,802.3ad-2NICs-layer2+3,4194304,3192.67,1313.73
intel,802.3ad-2NICs-layer2+3,0,26.72,0.00
intel,802.3ad-2NICs-layer2+3,1,26.16,0.04
intel,802.3ad-2NICs-layer2+3,2,26.31,0.08
intel,802.3ad-2NICs-layer2+3,4,26.13,0.15
intel,802.3ad-2NICs-layer2+3,8,26.33,0.30
intel,802.3ad-2NICs-layer2+3,16,26.17,0.61
intel,802.3ad-2NICs-layer2+3,32,26.29,1.22
intel,802.3ad-2NICs-layer2+3,64,26.26,2.44
intel,802.3ad-2NICs-layer2+3,128,26.50,4.83
intel,802.3ad-2NICs-layer2+3,256,26.91,9.51
intel,802.3ad-2NICs-layer2+3,512,27.51,18.61
intel,802.3ad-2NICs-layer2+3,1024,28.66,35.72
intel,802.3ad-2NICs-layer2+3,2048,32.06,63.88
intel,802.3ad-2NICs-layer2+3,4096,39.27,104.31
intel,802.3ad-2NICs-layer2+3,8192,45.49,180.09
intel,802.3ad-2NICs-layer2+3,16384,67.68,242.10
intel,802.3ad-2NICs-layer2+3,32768,67.03,488.88
intel,802.3ad-2NICs-layer2+3,65536,115.63,566.77
intel,802.3ad-2NICs-layer2+3,131072,165.90,790.05
intel,802.3ad-2NICs-layer2+3,262144,258.37,1014.61
intel,802.3ad-2NICs-layer2+3,524288,436.01,1202.46
intel,802.3ad-2NICs-layer2+3,1048576,787.48,1331.57
intel,802.3ad-2NICs-layer2+3,2097152,1639.84,1278.88
intel,802.3ad-2NICs-layer2+3,4194304,3231.77,1297.83
intel,802.3ad-2NICs-layer2+3,0,25.55,0.00
intel,802.3ad-2NICs-layer2+3,1,26.56,0.04
intel,802.3ad-2NICs-layer2+3,2,26.28,0.08
intel,802.3ad-2NICs-layer2+3,4,26.70,0.15
intel,802.3ad-2NICs-layer2+3,8,26.51,0.30
intel,802.3ad-2NICs-layer2+3,16,26.26,0.61
intel,802.3ad-2NICs-layer2+3,32,26.49,1.21
intel,802.3ad-2NICs-layer2+3,64,26.47,2.42
intel,802.3ad-2NICs-layer2+3,128,26.98,4.74
intel,802.3ad-2NICs-layer2+3,256,27.10,9.45
intel,802.3ad-2NICs-layer2+3,512,27.70,18.49
intel,802.3ad-2NICs-layer2+3,1024,28.62,35.78
intel,802.3ad-2NICs-layer2+3,2048,32.14,63.73
intel,802.3ad-2NICs-layer2+3,4096,39.51,103.66
intel,802.3ad-2NICs-layer2+3,8192,45.51,179.99
intel,802.3ad-2NICs-layer2+3,16384,67.16,243.97
intel,802.3ad-2NICs-layer2+3,32768,113.00,289.98
intel,802.3ad-2NICs-layer2+3,65536,112.03,584.96
